name,top1lang,top2lang,top3lang,top4lang,top5lang,top1lib,top2lib,top3lib,top4lib,top5lib,top6lib,top7lib,category
datascience_1587,SQL,R,Jupyter Notebook,Python,,numpy,jupyterlab,sqlalchemy,pandas,plotly,os,boto3,Data Science
datascience_1588,Python,SQL,Scala,MATLAB,,polars,boto3,csv,dask,matplotlib,sys,numpy,Data Science
datascience_1589,R,MATLAB,Jupyter Notebook,,,matplotlib,numpy,pyarrow,jupyterlab,,,,Data Science
datascience_1590,Python,JavaScript,R,Jupyter Notebook,,plotly,os,matplotlib,,,,,Data Science
datascience_1591,Jupyter Notebook,SQL,Scala,,,boto3,pandas,jupyterlab,seaborn,sklearn,polars,,Data Science
datascience_1592,R,Jupyter Notebook,Python,Julia,Scala,pandas,sys,scipy,numpy,dask,,,Data Science
datascience_1593,Python,Julia,Scala,Jupyter Notebook,,statsmodels,numpy,bokeh,scipy,seaborn,sqlalchemy,plotly,Data Science
datascience_1594,R,Jupyter Notebook,Julia,Python,Scala,dask,scipy,os,numpy,json,datetime,,Data Science
datascience_1595,Jupyter Notebook,MATLAB,Python,R,Julia,sys,pyarrow,sqlalchemy,,,,,Data Science
datascience_1596,MATLAB,Python,R,Julia,,dask,plotly,numpy,re,json,,,Data Science
datascience_1597,Julia,Python,JavaScript,Jupyter Notebook,R,sklearn,dask,sqlalchemy,bokeh,json,plotly,os,Data Science
datascience_1598,JavaScript,R,Jupyter Notebook,MATLAB,Python,csv,seaborn,pandas,,,,,Data Science
datascience_1599,Jupyter Notebook,SQL,R,,,dask,numpy,statsmodels,polars,os,,,Data Science
datascience_1600,R,Scala,SQL,Jupyter Notebook,,pyarrow,bokeh,pandas,numpy,scipy,,,Data Science
datascience_1601,Jupyter Notebook,Python,JavaScript,R,,seaborn,numpy,boto3,statsmodels,scipy,pandas,,Data Science
datascience_1602,JavaScript,Jupyter Notebook,Julia,SQL,,matplotlib,sys,sqlalchemy,re,,,,Data Science
datascience_1603,Julia,Python,R,Jupyter Notebook,,statsmodels,re,datetime,pyarrow,matplotlib,,,Data Science
datascience_1604,Jupyter Notebook,Scala,Python,,,datetime,sys,statsmodels,,,,,Data Science
datascience_1605,R,Jupyter Notebook,Python,,,numpy,boto3,bokeh,pyarrow,,,,Data Science
datascience_1606,Jupyter Notebook,Julia,JavaScript,,,plotly,sklearn,json,dask,statsmodels,,,Data Science
datascience_1607,Python,R,SQL,Jupyter Notebook,,pyarrow,sys,matplotlib,,,,,Data Science
datascience_1608,Jupyter Notebook,SQL,Python,MATLAB,R,datetime,sqlalchemy,bokeh,scipy,matplotlib,,,Data Science
datascience_1609,Jupyter Notebook,R,SQL,,,json,statsmodels,pandas,,,,,Data Science
datascience_1610,Python,Jupyter Notebook,R,SQL,JavaScript,numpy,sklearn,sys,bokeh,csv,statsmodels,os,Data Science
datascience_1611,Jupyter Notebook,R,Julia,Scala,MATLAB,sys,boto3,dask,numpy,sklearn,,,Data Science
datascience_1612,Python,Jupyter Notebook,R,JavaScript,Julia,scipy,bokeh,seaborn,re,sys,,,Data Science
datascience_1613,Python,Jupyter Notebook,Scala,,,numpy,json,bokeh,,,,,Data Science
datascience_1614,Scala,Julia,JavaScript,Python,,numpy,jupyterlab,pyarrow,,,,,Data Science
datascience_1615,Jupyter Notebook,Python,R,SQL,,scipy,polars,matplotlib,statsmodels,csv,,,Data Science
datascience_1616,Python,SQL,Jupyter Notebook,JavaScript,,jupyterlab,sys,pandas,matplotlib,os,,,Data Science
datascience_1617,Jupyter Notebook,Julia,SQL,Python,,polars,sys,scipy,dask,pandas,bokeh,numpy,Data Science
datascience_1618,Python,Jupyter Notebook,MATLAB,R,Scala,plotly,matplotlib,seaborn,sklearn,datetime,os,,Data Science
datascience_1619,Jupyter Notebook,Python,Scala,,,dask,bokeh,plotly,os,jupyterlab,re,json,Data Science
datascience_1620,Python,JavaScript,MATLAB,,,sys,statsmodels,seaborn,,,,,Data Science
datascience_1621,SQL,R,Jupyter Notebook,Python,,sqlalchemy,dask,polars,jupyterlab,sklearn,seaborn,,Data Science
datascience_1622,Python,R,Julia,Jupyter Notebook,,sklearn,plotly,pandas,datetime,sqlalchemy,csv,numpy,Data Science
datascience_1623,Scala,Jupyter Notebook,Python,MATLAB,SQL,scipy,plotly,bokeh,matplotlib,pyarrow,jupyterlab,json,Data Science
datascience_1624,R,Julia,SQL,,,sys,numpy,matplotlib,sklearn,scipy,plotly,jupyterlab,Data Science
datascience_1625,MATLAB,Python,Jupyter Notebook,SQL,,pandas,scipy,polars,bokeh,numpy,,,Data Science
datascience_1626,JavaScript,Python,Julia,R,,plotly,seaborn,jupyterlab,datetime,,,,Data Science
datascience_1627,SQL,MATLAB,R,Scala,Python,matplotlib,seaborn,re,csv,numpy,,,Data Science
datascience_1628,SQL,Jupyter Notebook,JavaScript,Python,R,statsmodels,seaborn,re,,,,,Data Science
datascience_1629,Jupyter Notebook,SQL,Scala,Python,,matplotlib,re,sklearn,dask,scipy,pyarrow,,Data Science
datascience_1630,Python,Scala,JavaScript,R,,pyarrow,matplotlib,numpy,scipy,,,,Data Science
datascience_1631,Jupyter Notebook,MATLAB,SQL,Julia,,seaborn,pandas,numpy,json,,,,Data Science
datascience_1632,Scala,Python,Jupyter Notebook,R,SQL,pyarrow,sqlalchemy,sklearn,jupyterlab,,,,Data Science
datascience_1633,R,Python,MATLAB,,,pyarrow,numpy,sys,sqlalchemy,jupyterlab,,,Data Science
datascience_1634,MATLAB,Jupyter Notebook,Python,,,scipy,datetime,boto3,matplotlib,sklearn,,,Data Science
datascience_1635,Julia,Python,SQL,R,Jupyter Notebook,dask,json,numpy,matplotlib,,,,Data Science
datascience_1636,JavaScript,SQL,R,,,sqlalchemy,datetime,numpy,,,,,Data Science
datascience_1637,Jupyter Notebook,SQL,Python,,,statsmodels,json,sklearn,re,csv,sys,,Data Science
datascience_1638,Python,SQL,Jupyter Notebook,,,polars,sklearn,statsmodels,plotly,numpy,datetime,os,Data Science
datascience_1639,Python,R,SQL,,,re,pandas,boto3,datetime,polars,csv,pyarrow,Data Science
datascience_1640,Python,Jupyter Notebook,JavaScript,R,Julia,scipy,numpy,pandas,datetime,sklearn,,,Data Science
datascience_1641,Python,R,MATLAB,SQL,,sys,scipy,polars,pandas,,,,Data Science
datascience_1642,R,Python,Scala,JavaScript,,matplotlib,sklearn,statsmodels,,,,,Data Science
datascience_1643,Python,R,Julia,JavaScript,SQL,re,os,scipy,,,,,Data Science
datascience_1644,Julia,Python,R,,,os,csv,numpy,,,,,Data Science
datascience_1645,R,Julia,Jupyter Notebook,,,jupyterlab,numpy,re,,,,,Data Science
datascience_1646,Jupyter Notebook,MATLAB,Scala,R,,sys,sqlalchemy,statsmodels,sklearn,seaborn,,,Data Science
datascience_1647,JavaScript,SQL,Python,,,bokeh,pyarrow,statsmodels,,,,,Data Science
datascience_1648,Python,R,JavaScript,,,dask,sqlalchemy,matplotlib,sys,numpy,scipy,,Data Science
datascience_1649,Jupyter Notebook,R,JavaScript,,,polars,scipy,os,pyarrow,sklearn,jupyterlab,numpy,Data Science
datascience_1650,R,Python,MATLAB,Julia,SQL,pandas,sqlalchemy,polars,json,jupyterlab,datetime,,Data Science
datascience_1651,Julia,SQL,Jupyter Notebook,,,os,pyarrow,plotly,numpy,scipy,,,Data Science
datascience_1652,MATLAB,Julia,R,Jupyter Notebook,Python,jupyterlab,sqlalchemy,scipy,seaborn,numpy,,,Data Science
datascience_1653,R,Jupyter Notebook,Scala,SQL,Python,dask,matplotlib,sklearn,pandas,,,,Data Science
datascience_1654,R,Jupyter Notebook,Python,Julia,,pandas,polars,re,sklearn,jupyterlab,numpy,,Data Science
datascience_1655,R,MATLAB,Jupyter Notebook,,,pandas,csv,scipy,plotly,,,,Data Science
datascience_1656,Scala,Python,Jupyter Notebook,R,Julia,sys,csv,scipy,,,,,Data Science
datascience_1657,Julia,Scala,MATLAB,Python,,plotly,os,pandas,dask,polars,sklearn,scipy,Data Science
datascience_1658,Python,Jupyter Notebook,R,SQL,,scipy,sys,dask,,,,,Data Science
datascience_1659,Python,Jupyter Notebook,SQL,Julia,,pandas,numpy,dask,os,seaborn,scipy,,Data Science
datascience_1660,Julia,MATLAB,Scala,Jupyter Notebook,,matplotlib,pandas,polars,bokeh,,,,Data Science
datascience_1661,Python,MATLAB,Jupyter Notebook,Scala,Julia,seaborn,statsmodels,numpy,,,,,Data Science
datascience_1662,Julia,Jupyter Notebook,SQL,Python,JavaScript,plotly,re,jupyterlab,pyarrow,,,,Data Science
datascience_1663,Scala,Julia,MATLAB,Python,Jupyter Notebook,dask,plotly,polars,sklearn,matplotlib,,,Data Science
datascience_1664,Jupyter Notebook,SQL,R,MATLAB,JavaScript,sys,numpy,scipy,sklearn,pandas,,,Data Science
datascience_1665,Julia,SQL,Python,R,Jupyter Notebook,sklearn,re,pyarrow,boto3,sqlalchemy,,,Data Science
datascience_1666,Python,SQL,R,,,jupyterlab,os,matplotlib,scipy,sklearn,polars,,Data Science
datascience_1667,Scala,R,Jupyter Notebook,,,sys,pandas,matplotlib,dask,sklearn,scipy,,Data Science
datascience_1668,Julia,R,Python,Jupyter Notebook,,scipy,sklearn,statsmodels,numpy,json,sqlalchemy,,Data Science
datascience_1669,MATLAB,R,Scala,Julia,Jupyter Notebook,dask,boto3,pandas,matplotlib,,,,Data Science
datascience_1670,Scala,Python,Jupyter Notebook,,,seaborn,bokeh,re,scipy,plotly,datetime,,Data Science
datascience_1671,SQL,R,Jupyter Notebook,Julia,Python,json,sklearn,datetime,jupyterlab,seaborn,sys,scipy,Data Science
datascience_1672,Julia,R,JavaScript,,,boto3,matplotlib,os,,,,,Data Science
datascience_1673,Python,Jupyter Notebook,R,,,scipy,statsmodels,pandas,jupyterlab,plotly,,,Data Science
datascience_1674,SQL,Scala,MATLAB,,,numpy,plotly,jupyterlab,,,,,Data Science
datascience_1675,Python,Scala,R,,,matplotlib,sklearn,seaborn,,,,,Data Science
datascience_1676,Julia,Python,MATLAB,,,sklearn,statsmodels,re,,,,,Data Science
datascience_1677,R,MATLAB,SQL,Python,,sklearn,numpy,matplotlib,seaborn,csv,,,Data Science
datascience_1678,Python,Scala,SQL,JavaScript,,sqlalchemy,scipy,sklearn,,,,,Data Science
datascience_1679,R,JavaScript,MATLAB,SQL,Scala,numpy,dask,sys,pandas,seaborn,datetime,,Data Science
datascience_1680,Python,Scala,Julia,R,,numpy,matplotlib,json,,,,,Data Science
datascience_1681,Python,JavaScript,Jupyter Notebook,,,re,os,pandas,pyarrow,bokeh,statsmodels,sys,Data Science
datascience_1682,SQL,MATLAB,Python,,,pandas,boto3,sklearn,numpy,plotly,polars,sys,Data Science
datascience_1683,MATLAB,Jupyter Notebook,R,SQL,Python,numpy,datetime,sklearn,jupyterlab,polars,sys,re,Data Science
datascience_1684,Python,MATLAB,Scala,R,,seaborn,pandas,matplotlib,jupyterlab,plotly,re,scipy,Data Science
datascience_1685,Python,Jupyter Notebook,MATLAB,,,jupyterlab,numpy,re,csv,dask,,,Data Science
datascience_1686,MATLAB,R,Jupyter Notebook,JavaScript,,csv,polars,pyarrow,bokeh,jupyterlab,,,Data Science
datascience_1687,MATLAB,SQL,Julia,Python,R,sklearn,re,datetime,dask,matplotlib,polars,jupyterlab,Data Science
datascience_1688,R,Python,Jupyter Notebook,,,numpy,polars,sklearn,matplotlib,plotly,,,Data Science
datascience_1689,Python,R,Jupyter Notebook,SQL,,dask,os,plotly,,,,,Data Science
datascience_1690,SQL,Python,JavaScript,,,matplotlib,statsmodels,sklearn,,,,,Data Science
datascience_1691,SQL,Jupyter Notebook,R,,,sklearn,matplotlib,numpy,pandas,seaborn,polars,jupyterlab,Data Science
datascience_1692,JavaScript,MATLAB,Python,,,pyarrow,jupyterlab,os,,,,,Data Science
datascience_1693,SQL,Scala,Julia,,,bokeh,csv,jupyterlab,matplotlib,sklearn,os,,Data Science
datascience_1694,Julia,Python,SQL,,,matplotlib,os,statsmodels,scipy,csv,sklearn,,Data Science
datascience_1695,JavaScript,Jupyter Notebook,SQL,Julia,Python,matplotlib,numpy,scipy,seaborn,jupyterlab,bokeh,pandas,Data Science
datascience_1696,Julia,JavaScript,Python,,,pandas,os,sklearn,plotly,,,,Data Science
datascience_1697,Jupyter Notebook,Python,R,,,numpy,scipy,matplotlib,os,sklearn,json,seaborn,Data Science
datascience_1698,R,Julia,JavaScript,,,numpy,pandas,dask,datetime,matplotlib,,,Data Science
datascience_1699,Jupyter Notebook,SQL,Python,MATLAB,,datetime,seaborn,statsmodels,sklearn,re,polars,pandas,Data Science
datascience_1700,JavaScript,MATLAB,Python,,,scipy,datetime,plotly,statsmodels,,,,Data Science
datascience_1701,R,Jupyter Notebook,Python,SQL,JavaScript,jupyterlab,scipy,numpy,,,,,Data Science
datascience_1702,Python,Jupyter Notebook,Julia,,,csv,seaborn,pandas,,,,,Data Science
datascience_1703,Scala,R,Jupyter Notebook,,,statsmodels,boto3,pandas,seaborn,,,,Data Science
datascience_1704,Python,Julia,Jupyter Notebook,R,,jupyterlab,json,numpy,pyarrow,,,,Data Science
datascience_1705,Jupyter Notebook,JavaScript,R,Julia,SQL,jupyterlab,pyarrow,plotly,json,,,,Data Science
datascience_1706,Julia,JavaScript,MATLAB,Python,SQL,datetime,csv,numpy,sklearn,,,,Data Science
datascience_1707,Python,R,MATLAB,,,sys,datetime,statsmodels,matplotlib,numpy,seaborn,,Data Science
datascience_1708,SQL,Python,Jupyter Notebook,Scala,,seaborn,scipy,datetime,matplotlib,jupyterlab,,,Data Science
datascience_1709,Python,Jupyter Notebook,R,,,pandas,json,sklearn,dask,sqlalchemy,jupyterlab,,Data Science
datascience_1710,Jupyter Notebook,SQL,R,Python,Julia,datetime,os,scipy,re,boto3,,,Data Science
datascience_1711,Python,SQL,Jupyter Notebook,MATLAB,,datetime,polars,matplotlib,scipy,statsmodels,sys,numpy,Data Science
datascience_1712,SQL,R,Jupyter Notebook,Python,,sqlalchemy,bokeh,matplotlib,datetime,numpy,,,Data Science
datascience_1713,SQL,R,Python,MATLAB,,datetime,sys,boto3,,,,,Data Science
datascience_1714,Julia,R,JavaScript,Python,Jupyter Notebook,sqlalchemy,datetime,dask,os,,,,Data Science
datascience_1715,R,Python,Julia,SQL,Jupyter Notebook,matplotlib,datetime,sklearn,pandas,bokeh,,,Data Science
datascience_1716,R,JavaScript,Python,Scala,SQL,json,bokeh,numpy,pyarrow,seaborn,,,Data Science
datascience_1717,R,Jupyter Notebook,JavaScript,,,scipy,statsmodels,sys,pyarrow,,,,Data Science
datascience_1718,R,Scala,Jupyter Notebook,Python,SQL,scipy,pyarrow,polars,matplotlib,numpy,statsmodels,,Data Science
datascience_1719,Python,Scala,MATLAB,,,sqlalchemy,json,re,plotly,,,,Data Science
datascience_1720,Julia,JavaScript,Scala,R,,seaborn,pandas,os,csv,json,,,Data Science
datascience_1721,Julia,R,Python,Jupyter Notebook,,sklearn,numpy,sqlalchemy,matplotlib,boto3,,,Data Science
datascience_1722,Scala,JavaScript,SQL,Julia,R,pandas,seaborn,boto3,pyarrow,matplotlib,sqlalchemy,,Data Science
datascience_1723,SQL,JavaScript,Python,,,sqlalchemy,boto3,pyarrow,datetime,scipy,csv,,Data Science
datascience_1724,R,MATLAB,Python,,,pyarrow,csv,datetime,,,,,Data Science
datascience_1725,SQL,Jupyter Notebook,MATLAB,,,statsmodels,scipy,boto3,jupyterlab,sqlalchemy,,,Data Science
datascience_1726,Scala,Jupyter Notebook,Python,R,,datetime,boto3,numpy,sklearn,dask,bokeh,,Data Science
datascience_1727,Jupyter Notebook,Python,Scala,Julia,R,json,pandas,pyarrow,re,,,,Data Science
datascience_1728,R,JavaScript,Jupyter Notebook,,,sys,seaborn,numpy,statsmodels,,,,Data Science
datascience_1729,Jupyter Notebook,R,SQL,,,csv,pyarrow,pandas,,,,,Data Science
datascience_1730,SQL,JavaScript,Jupyter Notebook,Julia,Python,sklearn,plotly,jupyterlab,scipy,numpy,,,Data Science
datascience_1731,R,Jupyter Notebook,Python,SQL,JavaScript,datetime,boto3,scipy,dask,pandas,seaborn,csv,Data Science
datascience_1732,R,JavaScript,Python,Julia,Jupyter Notebook,datetime,bokeh,polars,sklearn,,,,Data Science
datascience_1733,Julia,Jupyter Notebook,Python,JavaScript,,seaborn,pyarrow,csv,sklearn,matplotlib,,,Data Science
datascience_1734,Scala,MATLAB,Jupyter Notebook,Python,,re,sklearn,os,seaborn,bokeh,pandas,,Data Science
datascience_1735,R,Julia,Jupyter Notebook,,,jupyterlab,json,polars,os,matplotlib,numpy,dask,Data Science
datascience_1736,Scala,Python,MATLAB,Jupyter Notebook,R,dask,pandas,re,seaborn,matplotlib,,,Data Science
datascience_1737,Python,MATLAB,Jupyter Notebook,R,Julia,dask,datetime,json,seaborn,scipy,matplotlib,,Data Science
datascience_1738,SQL,JavaScript,Julia,Python,,statsmodels,dask,csv,scipy,os,matplotlib,,Data Science
datascience_1739,Jupyter Notebook,Python,JavaScript,SQL,,pyarrow,polars,plotly,,,,,Data Science
datascience_1740,Python,Julia,R,Jupyter Notebook,Scala,seaborn,bokeh,sys,datetime,polars,pandas,os,Data Science
datascience_1741,Julia,SQL,R,Jupyter Notebook,Python,sklearn,bokeh,sqlalchemy,numpy,,,,Data Science
datascience_1742,SQL,Scala,Jupyter Notebook,JavaScript,,sys,jupyterlab,pyarrow,json,plotly,seaborn,pandas,Data Science
datascience_1743,Jupyter Notebook,R,SQL,Python,Julia,datetime,dask,os,matplotlib,csv,numpy,plotly,Data Science
datascience_1744,JavaScript,Julia,Jupyter Notebook,SQL,MATLAB,datetime,matplotlib,pyarrow,polars,numpy,,,Data Science
datascience_1745,Jupyter Notebook,Python,Scala,,,polars,dask,statsmodels,jupyterlab,os,,,Data Science
datascience_1746,SQL,Scala,Python,Julia,Jupyter Notebook,datetime,seaborn,numpy,dask,,,,Data Science
datascience_1747,Scala,JavaScript,Jupyter Notebook,,,scipy,datetime,pandas,,,,,Data Science
datascience_1748,Python,Julia,R,,,bokeh,pyarrow,seaborn,plotly,numpy,,,Data Science
datascience_1749,MATLAB,JavaScript,Jupyter Notebook,R,SQL,pandas,sys,scipy,json,pyarrow,,,Data Science
datascience_1750,SQL,Jupyter Notebook,R,,,scipy,plotly,jupyterlab,,,,,Data Science
datascience_1751,Python,SQL,Jupyter Notebook,R,MATLAB,dask,csv,pandas,sklearn,matplotlib,seaborn,json,Data Science
datascience_1752,MATLAB,Julia,R,Python,,polars,matplotlib,plotly,jupyterlab,,,,Data Science
datascience_1753,Python,Jupyter Notebook,Scala,SQL,MATLAB,sklearn,pandas,plotly,os,json,matplotlib,pyarrow,Data Science
datascience_1754,R,Python,Jupyter Notebook,,,scipy,boto3,jupyterlab,seaborn,sklearn,,,Data Science
datascience_1755,MATLAB,Jupyter Notebook,Python,SQL,,datetime,re,pandas,plotly,matplotlib,,,Data Science
datascience_1756,Julia,Python,MATLAB,,,dask,scipy,pyarrow,statsmodels,seaborn,,,Data Science
datascience_1757,Python,MATLAB,SQL,Julia,Jupyter Notebook,numpy,statsmodels,pandas,scipy,matplotlib,datetime,boto3,Data Science
datascience_1758,Python,R,Julia,,,numpy,polars,scipy,matplotlib,seaborn,sklearn,,Data Science
datascience_1759,SQL,Python,Scala,R,,json,dask,matplotlib,os,seaborn,,,Data Science
datascience_1760,R,Python,JavaScript,Jupyter Notebook,,pyarrow,sqlalchemy,scipy,seaborn,,,,Data Science
datascience_1761,Jupyter Notebook,Python,R,Scala,SQL,json,matplotlib,boto3,scipy,statsmodels,,,Data Science
datascience_1762,SQL,Jupyter Notebook,Scala,,,seaborn,boto3,csv,,,,,Data Science
datascience_1763,R,Jupyter Notebook,Python,,,jupyterlab,polars,seaborn,datetime,dask,scipy,sklearn,Data Science
datascience_1764,JavaScript,R,Julia,Jupyter Notebook,SQL,pyarrow,jupyterlab,seaborn,sqlalchemy,os,,,Data Science
datascience_1765,Python,Julia,Jupyter Notebook,SQL,R,scipy,datetime,matplotlib,sklearn,,,,Data Science
datascience_1766,Scala,MATLAB,Jupyter Notebook,,,seaborn,polars,matplotlib,pandas,boto3,json,sqlalchemy,Data Science
datascience_1767,Jupyter Notebook,Python,R,JavaScript,Julia,seaborn,dask,re,numpy,scipy,,,Data Science
datascience_1768,Jupyter Notebook,Python,R,SQL,,sklearn,csv,dask,statsmodels,matplotlib,jupyterlab,,Data Science
datascience_1769,R,Python,JavaScript,MATLAB,,plotly,dask,sklearn,csv,seaborn,,,Data Science
datascience_1770,R,Python,MATLAB,Julia,,re,os,seaborn,,,,,Data Science
datascience_1771,SQL,Jupyter Notebook,R,Julia,Python,datetime,jupyterlab,sys,seaborn,sklearn,,,Data Science
datascience_1772,JavaScript,Jupyter Notebook,SQL,R,,matplotlib,sklearn,os,scipy,seaborn,sys,numpy,Data Science
datascience_1773,R,Python,Jupyter Notebook,JavaScript,SQL,scipy,csv,statsmodels,matplotlib,boto3,dask,,Data Science
datascience_1774,R,Jupyter Notebook,Julia,Python,SQL,boto3,numpy,pandas,datetime,jupyterlab,,,Data Science
datascience_1775,Jupyter Notebook,Python,JavaScript,,,dask,pandas,numpy,scipy,,,,Data Science
datascience_1776,Python,SQL,R,,,dask,bokeh,matplotlib,scipy,json,sqlalchemy,,Data Science
datascience_1777,Python,R,SQL,Scala,,numpy,pandas,statsmodels,re,,,,Data Science
datascience_1778,Jupyter Notebook,JavaScript,R,,,scipy,matplotlib,csv,numpy,,,,Data Science
datascience_1779,Python,R,Jupyter Notebook,,,seaborn,sqlalchemy,numpy,matplotlib,scipy,,,Data Science
datascience_1780,SQL,Python,Julia,,,scipy,re,seaborn,statsmodels,numpy,,,Data Science
datascience_1781,Scala,Jupyter Notebook,R,,,matplotlib,seaborn,json,pandas,statsmodels,,,Data Science
datascience_1782,Scala,Jupyter Notebook,JavaScript,R,Python,jupyterlab,sklearn,dask,,,,,Data Science
datascience_1783,Python,JavaScript,SQL,,,plotly,scipy,bokeh,jupyterlab,seaborn,matplotlib,,Data Science
datascience_1784,Python,Scala,Julia,SQL,,polars,numpy,statsmodels,datetime,dask,sklearn,,Data Science
datascience_1785,SQL,Jupyter Notebook,R,Scala,,re,matplotlib,numpy,,,,,Data Science
datascience_1786,MATLAB,Python,Scala,,,scipy,csv,sklearn,pyarrow,polars,pandas,,Data Science
datascience_1787,Python,Julia,R,SQL,JavaScript,numpy,polars,json,sqlalchemy,plotly,sys,scipy,Data Science
datascience_1788,Python,Julia,Jupyter Notebook,,,datetime,seaborn,csv,,,,,Data Science
datascience_1789,Python,Julia,Jupyter Notebook,R,SQL,json,pandas,sklearn,boto3,,,,Data Science
datascience_1790,Python,Jupyter Notebook,R,SQL,,seaborn,json,plotly,,,,,Data Science
datascience_1791,Python,Julia,SQL,MATLAB,,datetime,sqlalchemy,plotly,sys,pandas,os,,Data Science
datascience_1792,Jupyter Notebook,SQL,Julia,R,Python,plotly,pandas,scipy,jupyterlab,polars,,,Data Science
datascience_1793,Python,Jupyter Notebook,R,,,statsmodels,re,os,plotly,seaborn,,,Data Science
datascience_1794,Jupyter Notebook,Python,MATLAB,R,,seaborn,sklearn,pandas,numpy,statsmodels,datetime,polars,Data Science
datascience_1795,Python,Jupyter Notebook,SQL,R,,statsmodels,sklearn,matplotlib,seaborn,jupyterlab,json,,Data Science
datascience_1796,Python,Jupyter Notebook,SQL,Scala,,sklearn,numpy,seaborn,sqlalchemy,,,,Data Science
datascience_1797,Python,MATLAB,JavaScript,,,matplotlib,plotly,scipy,re,,,,Data Science
datascience_1798,Python,SQL,Julia,Jupyter Notebook,Scala,matplotlib,datetime,os,,,,,Data Science
datascience_1799,R,Jupyter Notebook,SQL,,,datetime,pyarrow,bokeh,,,,,Data Science
datascience_1800,Jupyter Notebook,SQL,Python,MATLAB,JavaScript,pandas,bokeh,os,numpy,re,boto3,matplotlib,Data Science
datascience_1801,MATLAB,SQL,Python,Jupyter Notebook,,sklearn,polars,os,jupyterlab,json,pandas,,Data Science
datascience_1802,JavaScript,SQL,Python,,,pandas,numpy,scipy,matplotlib,datetime,,,Data Science
datascience_1803,R,Python,JavaScript,,,matplotlib,sqlalchemy,statsmodels,numpy,sklearn,,,Data Science
datascience_1804,Python,Julia,R,Scala,JavaScript,scipy,csv,pandas,json,seaborn,plotly,,Data Science
datascience_1805,R,JavaScript,Jupyter Notebook,,,numpy,datetime,dask,scipy,matplotlib,pandas,,Data Science
datascience_1806,JavaScript,Python,R,,,scipy,seaborn,pandas,json,matplotlib,bokeh,,Data Science
datascience_1807,R,Jupyter Notebook,SQL,,,bokeh,matplotlib,pandas,,,,,Data Science
datascience_1808,Python,R,Jupyter Notebook,JavaScript,MATLAB,sys,sklearn,datetime,scipy,os,matplotlib,,Data Science
datascience_1809,Julia,R,Scala,,,statsmodels,jupyterlab,polars,sys,datetime,sqlalchemy,,Data Science
datascience_1810,MATLAB,R,SQL,Jupyter Notebook,,boto3,pandas,numpy,sqlalchemy,plotly,jupyterlab,matplotlib,Data Science
datascience_1811,R,Scala,Python,Jupyter Notebook,,scipy,pandas,csv,numpy,jupyterlab,seaborn,,Data Science
datascience_1812,Julia,Jupyter Notebook,Scala,JavaScript,,os,jupyterlab,statsmodels,bokeh,polars,scipy,pandas,Data Science
datascience_1813,R,Julia,Jupyter Notebook,,,bokeh,plotly,matplotlib,sys,numpy,,,Data Science
datascience_1814,Scala,R,SQL,Python,MATLAB,pyarrow,statsmodels,scipy,dask,,,,Data Science
datascience_1815,Julia,Jupyter Notebook,Python,JavaScript,,matplotlib,sqlalchemy,scipy,pyarrow,,,,Data Science
datascience_1816,JavaScript,Scala,Jupyter Notebook,SQL,,matplotlib,sklearn,scipy,polars,datetime,sqlalchemy,re,Data Science
datascience_1817,Scala,Python,Jupyter Notebook,R,MATLAB,datetime,numpy,bokeh,matplotlib,polars,pandas,,Data Science
datascience_1818,R,MATLAB,Python,,,csv,plotly,statsmodels,,,,,Data Science
datascience_1819,Python,Jupyter Notebook,MATLAB,Scala,,os,polars,json,plotly,,,,Data Science
datascience_1820,Julia,Scala,JavaScript,Python,Jupyter Notebook,json,numpy,matplotlib,boto3,,,,Data Science
datascience_1821,R,Jupyter Notebook,Python,SQL,JavaScript,matplotlib,seaborn,jupyterlab,,,,,Data Science
datascience_1822,Jupyter Notebook,R,SQL,Julia,MATLAB,matplotlib,pandas,datetime,sklearn,boto3,,,Data Science
datascience_1823,SQL,Jupyter Notebook,Julia,MATLAB,R,scipy,seaborn,json,sys,statsmodels,,,Data Science
datascience_1824,Jupyter Notebook,R,Python,Julia,,sys,polars,re,sklearn,csv,numpy,seaborn,Data Science
datascience_1825,Jupyter Notebook,SQL,R,JavaScript,Scala,re,pandas,os,plotly,sqlalchemy,bokeh,statsmodels,Data Science
datascience_1826,Julia,R,Jupyter Notebook,,,datetime,scipy,plotly,csv,sys,jupyterlab,dask,Data Science
datascience_1827,Python,Jupyter Notebook,R,JavaScript,Julia,pandas,boto3,jupyterlab,statsmodels,numpy,scipy,,Data Science
datascience_1828,R,SQL,Python,,,dask,boto3,bokeh,sys,json,sklearn,,Data Science
datascience_1829,R,Julia,SQL,,,numpy,pandas,statsmodels,scipy,csv,matplotlib,,Data Science
datascience_1830,Scala,R,JavaScript,,,jupyterlab,boto3,sys,plotly,numpy,,,Data Science
datascience_1831,Julia,Python,Jupyter Notebook,,,seaborn,sys,matplotlib,dask,numpy,statsmodels,,Data Science
datascience_1832,R,Jupyter Notebook,MATLAB,,,bokeh,matplotlib,polars,,,,,Data Science
datascience_1833,Python,SQL,R,Julia,,sys,os,bokeh,sqlalchemy,plotly,,,Data Science
