profile,programmer_type
"{""Kotlin"": [975468, 110], ""Swift"": [1004205, 225], ""JavaScript"": [534965, 12], ""Java"": [1246080, 19], ""Dart"": [18022, 105]}",Mobile
"{""Ruby"": [442363, 145], ""Batch"": [290618, 59], ""PowerShell"": [352694, 44], ""Shell"": [655243, 41]}",Automation
"{""C#"": [791468, 141], ""Lua"": [108198, 292], ""C++"": [119625, 160], ""Rust"": [592948, 52]}",GameDev
"{""Python"": [482278, 106], ""PowerShell"": [861611, 148], ""Shell"": [268570, 150], ""Go"": [679991, 170], ""Batch"": [458543, 284]}",Automation
"{""Vue"": [1035878, 287], ""TypeScript"": [199697, 18], ""HTML"": [634171, 193], ""CSS"": [257476, 14], ""JavaScript"": [67022, 98], ""React"": [695558, 30], ""Sass"": [702029, 103]}",Frontend
"{""C++"": [84121, 157], ""Lua"": [177498, 169], ""Rust"": [114729, 170], ""C#"": [884350, 9], ""Python"": [540723, 114]}",GameDev
"{""Python"": [141134, 244], ""SQL"": [614945, 5], ""Scala"": [215835, 87], ""R"": [133364, 281]}",DataScientist
"{""Batch"": [1048179, 93], ""Python"": [503965, 216], ""Go"": [151367, 286], ""PowerShell"": [902826, 206], ""Ruby"": [98431, 232]}",Automation
"{""Swift"": [1169196, 195], ""JavaScript"": [392395, 283], ""Java"": [211293, 207], ""Dart"": [18315, 24], ""Kotlin"": [262409, 1]}",Mobile
"{""JavaScript"": [1133006, 290], ""Shell"": [809167, 120], ""PHP"": [827855, 260], ""Go"": [513850, 176], ""C++"": [492481, 299], ""C"": [126719, 248], ""Python"": [345435, 219]}",CyberSecurity
"{""Go"": [863536, 206], ""CSS"": [750919, 66], ""HTML"": [529842, 149], ""SQL"": [79930, 185], ""JavaScript"": [551450, 232], ""Python"": [8082, 9], ""PHP"": [67944, 235]}",FullStack
"{""Batch"": [418276, 123], ""Python"": [77466, 191], ""Ruby"": [825823, 51], ""PowerShell"": [764328, 80], ""Go"": [659655, 238], ""Shell"": [597027, 144]}",Automation
"{""Python"": [702906, 116], ""Shell"": [62213, 127], ""HCL"": [1118496, 98], ""Groovy"": [440498, 134], ""YAML"": [457760, 1], ""Go"": [216224, 47], ""Dockerfile"": [175810, 16]}",DevOps
"{""JavaScript"": [318878, 61], ""React"": [559478, 52], ""HTML"": [258843, 169], ""CSS"": [440076, 285]}",Frontend
"{""Lua"": [373412, 252], ""Python"": [184033, 253], ""C#"": [150303, 8], ""C++"": [398913, 132], ""Rust"": [1052478, 193]}",GameDev
"{""Java"": [264052, 113], ""Bash"": [325046, 128], ""Python"": [237745, 122], ""Go"": [421910, 110], ""Scala"": [268405, 159], ""SQL"": [187231, 83]}",DataEngineer
"{""Batch"": [87235, 74], ""Shell"": [553125, 173], ""Go"": [152908, 50], ""PowerShell"": [989431, 106], ""Ruby"": [813736, 41], ""Python"": [443598, 120]}",Automation
"{""Go"": [89099, 119], ""Batch"": [525184, 156], ""PowerShell"": [246585, 53], ""Shell"": [410563, 86], ""Python"": [595210, 281]}",Automation
"{""Python"": [202490, 13], ""Batch"": [96474, 82], ""Go"": [648760, 184], ""Shell"": [742595, 30], ""PowerShell"": [535635, 164]}",Automation
"{""PowerShell"": [356366, 202], ""Ruby"": [113143, 169], ""Shell"": [241712, 33], ""Batch"": [12534, 205], ""Python"": [309525, 5]}",Automation
"{""Ruby"": [204394, 290], ""Python"": [1347790, 184], ""PHP"": [730467, 66], ""C#"": [67892, 199]}",Backend
"{""Go"": [874497, 272], ""Python"": [386161, 66], ""C"": [886948, 277], ""Shell"": [357478, 271]}",CyberSecurity
"{""Shell"": [116794, 237], ""Dockerfile"": [334111, 225], ""Groovy"": [1022174, 238], ""Python"": [288920, 71], ""YAML"": [633508, 192], ""Go"": [476556, 159], ""HCL"": [530054, 74]}",DevOps
"{""Go"": [1302244, 77], ""Bash"": [138517, 265], ""SQL"": [217611, 98], ""Java"": [350700, 27], ""Scala"": [199528, 253]}",DataEngineer
"{""React"": [1050196, 236], ""HTML"": [560733, 123], ""CSS"": [616530, 141], ""Vue"": [1122890, 28], ""TypeScript"": [376552, 241], ""Sass"": [270451, 7]}",Frontend
"{""Batch"": [606107, 241], ""Ruby"": [142306, 72], ""Shell"": [277103, 95], ""PowerShell"": [17201, 192]}",Automation
"{""Ruby"": [200928, 231], ""Batch"": [285679, 265], ""PowerShell"": [69966, 127], ""Python"": [561833, 64]}",Automation
"{""Vue"": [1254102, 17], ""HTML"": [1265805, 23], ""CSS"": [590488, 181], ""TypeScript"": [809277, 25], ""Sass"": [542715, 283], ""React"": [793253, 263], ""JavaScript"": [706298, 280]}",Frontend
"{""YAML"": [826664, 221], ""Python"": [313351, 246], ""Go"": [663771, 40], ""Dockerfile"": [109074, 296]}",DevOps
"{""Shell"": [74127, 266], ""Go"": [248394, 195], ""Batch"": [840679, 153], ""Python"": [417206, 226]}",Automation
"{""Python"": [871153, 259], ""YAML"": [931487, 267], ""Shell"": [263513, 226], ""Go"": [906384, 291], ""Groovy"": [633921, 217], ""Dockerfile"": [830491, 289]}",DevOps
"{""Go"": [1401957, 123], ""Groovy"": [131308, 161], ""YAML"": [18744, 184], ""Dockerfile"": [420992, 48], ""HCL"": [1113704, 146]}",DevOps
"{""HCL"": [361201, 203], ""Python"": [1043741, 158], ""Go"": [554130, 252], ""Shell"": [177183, 66], ""Dockerfile"": [794656, 152], ""Groovy"": [803933, 208]}",DevOps
"{""Ruby"": [139532, 263], ""Java"": [29278, 129], ""SQL"": [340729, 64], ""Go"": [20527, 296]}",Backend
"{""Python"": [282756, 273], ""SQL"": [60962, 152], ""Go"": [204488, 220], ""Bash"": [423970, 180]}",DataEngineer
"{""Rust"": [141494, 42], ""Lua"": [295430, 298], ""C#"": [408052, 280], ""Python"": [551788, 3]}",GameDev
"{""Python"": [451040, 287], ""HCL"": [46820, 237], ""Shell"": [112040, 295], ""Groovy"": [1096168, 105], ""YAML"": [186652, 143], ""Dockerfile"": [1054959, 205]}",DevOps
"{""Bash"": [104378, 170], ""Java"": [340908, 186], ""Go"": [384467, 65], ""Scala"": [819464, 46], ""SQL"": [40550, 83]}",DataEngineer
"{""MATLAB"": [583407, 264], ""Julia"": [293316, 146], ""SQL"": [224487, 55], ""Scala"": [257746, 97], ""Python"": [786449, 158], ""R"": [912057, 227]}",DataScientist
"{""HTML"": [121040, 143], ""Sass"": [158352, 32], ""TypeScript"": [1008779, 75], ""CSS"": [342521, 140], ""Vue"": [97963, 93], ""React"": [571699, 20], ""JavaScript"": [1096463, 259]}",Frontend
"{""C#"": [161042, 275], ""Rust"": [337908, 86], ""Python"": [327038, 201], ""Lua"": [394100, 19]}",GameDev
"{""PHP"": [238488, 142], ""CSS"": [202762, 189], ""Go"": [606816, 25], ""SQL"": [500059, 271], ""HTML"": [490341, 98], ""Python"": [873706, 10]}",FullStack
"{""CSS"": [218403, 266], ""Sass"": [208239, 152], ""JavaScript"": [118822, 139], ""HTML"": [384617, 84], ""React"": [409319, 130], ""Vue"": [665996, 200]}",Frontend
"{""React"": [1236495, 110], ""HTML"": [454484, 134], ""TypeScript"": [598802, 204], ""Vue"": [1474218, 253], ""Sass"": [548669, 133], ""JavaScript"": [100093, 28], ""CSS"": [594946, 160]}",Frontend
"{""Shell"": [425420, 258], ""PowerShell"": [164830, 162], ""Python"": [748226, 227], ""Go"": [79211, 119], ""Batch"": [774462, 231], ""Ruby"": [715509, 166]}",Automation
"{""Scala"": [193621, 90], ""R"": [71108, 261], ""MATLAB"": [25716, 196], ""SQL"": [483343, 120], ""Julia"": [649051, 291]}",DataScientist
"{""Shell"": [160684, 3], ""Batch"": [232578, 243], ""Go"": [245325, 23], ""PowerShell"": [834767, 107], ""Ruby"": [494269, 268]}",Automation
"{""Python"": [263488, 34], ""Go"": [302712, 44], ""SQL"": [90126, 186], ""Java"": [125749, 57], ""Scala"": [163768, 90], ""Bash"": [53704, 278]}",DataEngineer
"{""SQL"": [184174, 3], ""Go"": [747564, 274], ""Python"": [217768, 183], ""Java"": [569246, 212], ""Bash"": [478148, 101], ""Scala"": [263964, 98]}",DataEngineer
"{""JavaScript"": [1181216, 185], ""Java"": [373449, 247], ""Swift"": [34630, 277], ""Kotlin"": [1455498, 27]}",Mobile
"{""Java"": [75605, 75], ""Bash"": [190678, 228], ""Scala"": [95872, 61], ""Go"": [118182, 107], ""SQL"": [258997, 212], ""Python"": [151148, 139]}",DataEngineer
"{""Shell"": [20505, 113], ""Go"": [411755, 258], ""Ruby"": [271354, 270], ""Batch"": [150967, 197], ""PowerShell"": [499460, 107], ""Python"": [180098, 35]}",Automation
"{""Java"": [355913, 228], ""Go"": [922973, 256], ""Python"": [70307, 284], ""Ruby"": [352214, 67], ""SQL"": [201619, 112]}",Backend
"{""Batch"": [364309, 130], ""Python"": [56079, 291], ""Go"": [615937, 283], ""PowerShell"": [55933, 251], ""Ruby"": [106983, 32]}",Automation
"{""JavaScript"": [289143, 241], ""Python"": [441801, 204], ""PHP"": [743695, 248], ""SQL"": [548741, 180], ""CSS"": [28021, 260], ""Go"": [986510, 252]}",FullStack
"{""Java"": [1178033, 208], ""SQL"": [984735, 44], ""Go"": [878497, 227], ""Python"": [172229, 196], ""Bash"": [408166, 76]}",DataEngineer
"{""C#"": [213108, 114], ""Lua"": [190343, 62], ""C++"": [381360, 243], ""Rust"": [219507, 131]}",GameDev
"{""C++"": [429622, 292], ""PHP"": [308588, 236], ""Shell"": [232495, 242], ""JavaScript"": [144002, 230], ""Go"": [409812, 153], ""Python"": [6374, 228]}",CyberSecurity
"{""Go"": [1203268, 151], ""Shell"": [344153, 292], ""Dockerfile"": [23245, 23], ""Python"": [659304, 133]}",DevOps
"{""Java"": [375135, 255], ""SQL"": [592407, 144], ""PHP"": [356732, 58], ""Ruby"": [227871, 87], ""Go"": [1205205, 297], ""Python"": [462570, 56]}",Backend
"{""C#"": [536958, 130], ""C++"": [202336, 139], ""Python"": [686323, 155], ""Rust"": [523260, 191], ""Lua"": [500636, 165]}",GameDev
"{""R"": [429989, 213], ""Julia"": [425089, 5], ""Python"": [418973, 86], ""Scala"": [1334500, 84], ""MATLAB"": [323900, 10], ""SQL"": [92494, 131]}",DataScientist
"{""Swift"": [617650, 254], ""Java"": [567607, 11], ""Dart"": [141441, 40], ""Kotlin"": [110802, 30]}",Mobile
"{""Shell"": [712831, 17], ""YAML"": [62181, 251], ""Groovy"": [266849, 106], ""Dockerfile"": [646976, 275], ""Go"": [22221, 163], ""HCL"": [802011, 191], ""Python"": [567999, 188]}",DevOps
"{""React"": [956667, 31], ""TypeScript"": [10188, 51], ""Vue"": [979765, 54], ""JavaScript"": [751419, 3], ""Sass"": [424666, 279], ""CSS"": [601382, 171], ""HTML"": [602441, 7]}",Frontend
"{""HTML"": [738853, 158], ""React"": [374413, 153], ""Sass"": [179581, 260], ""CSS"": [295825, 21]}",Frontend
"{""Rust"": [122017, 104], ""Lua"": [65028, 16], ""Python"": [3096, 112], ""C++"": [999411, 257]}",GameDev
"{""Ruby"": [701547, 154], ""Python"": [1029875, 113], ""PowerShell"": [198705, 93], ""Go"": [782716, 161], ""Batch"": [449944, 285], ""Shell"": [317820, 24]}",Automation
"{""SQL"": [1148305, 159], ""Scala"": [530793, 221], ""Python"": [561928, 163], ""Java"": [158437, 223], ""Bash"": [533664, 179]}",DataEngineer
"{""Sass"": [665665, 68], ""React"": [268009, 118], ""CSS"": [386695, 93], ""TypeScript"": [227758, 246], ""HTML"": [131690, 32], ""Vue"": [238264, 72]}",Frontend
"{""Ruby"": [347198, 66], ""Go"": [1203474, 235], ""PowerShell"": [1462151, 96], ""Shell"": [321154, 3], ""Python"": [748608, 63]}",Automation
"{""Python"": [899997, 10], ""Julia"": [213731, 80], ""Scala"": [33296, 103], ""SQL"": [984854, 291], ""MATLAB"": [1037804, 222], ""R"": [925378, 104]}",DataScientist
"{""C++"": [899798, 211], ""Lua"": [103028, 89], ""C#"": [483502, 161], ""Python"": [197258, 134]}",GameDev
"{""Python"": [438416, 162], ""Go"": [318829, 236], ""Batch"": [414074, 90], ""Shell"": [488551, 172], ""Ruby"": [381128, 80], ""PowerShell"": [804056, 232]}",Automation
"{""Kotlin"": [692792, 143], ""Dart"": [425982, 278], ""Swift"": [437542, 9], ""Java"": [619246, 124], ""JavaScript"": [124787, 35]}",Mobile
"{""Bash"": [31778, 228], ""SQL"": [284455, 17], ""Go"": [956107, 269], ""Java"": [196288, 175], ""Python"": [444976, 99], ""Scala"": [283634, 139]}",DataEngineer
"{""Lua"": [92236, 270], ""C#"": [366168, 165], ""Python"": [156545, 168], ""C++"": [492270, 95], ""Rust"": [454798, 178]}",GameDev
"{""JavaScript"": [353646, 215], ""CSS"": [191204, 289], ""HTML"": [259733, 126], ""TypeScript"": [1430606, 111], ""Vue"": [487829, 119]}",Frontend
"{""HTML"": [408238, 146], ""JavaScript"": [606132, 210], ""CSS"": [146783, 20], ""Go"": [547256, 252], ""Python"": [300345, 176], ""SQL"": [839425, 272]}",FullStack
"{""Python"": [166887, 195], ""HTML"": [177307, 2], ""Go"": [187413, 116], ""PHP"": [238239, 6]}",FullStack
"{""Python"": [1015874, 298], ""Scala"": [263101, 106], ""SQL"": [81322, 11], ""R"": [250700, 9], ""Julia"": [329405, 152]}",DataScientist
"{""Ruby"": [192536, 137], ""Go"": [173646, 97], ""PowerShell"": [465140, 240], ""Python"": [37038, 68], ""Shell"": [439606, 278], ""Batch"": [518274, 90]}",Automation
"{""Ruby"": [34296, 207], ""PHP"": [182134, 47], ""Node.js"": [222557, 265], ""SQL"": [340163, 146], ""Python"": [4232, 267]}",Backend
"{""Python"": [157867, 94], ""C#"": [249491, 87], ""Rust"": [245867, 118], ""C++"": [890089, 295], ""Lua"": [828155, 183]}",GameDev
"{""Rust"": [215255, 282], ""Lua"": [124908, 186], ""C++"": [185980, 82], ""C#"": [196764, 213]}",GameDev
"{""PHP"": [58398, 270], ""Go"": [228112, 7], ""SQL"": [138131, 280], ""HTML"": [425009, 201]}",FullStack
"{""Bash"": [938172, 148], ""Scala"": [426771, 137], ""Java"": [771841, 50], ""Go"": [24765, 46], ""SQL"": [386068, 212]}",DataEngineer
"{""YAML"": [317313, 114], ""Python"": [258125, 181], ""HCL"": [585178, 61], ""Shell"": [731764, 186], ""Go"": [38668, 2]}",DevOps
"{""Go"": [1472, 177], ""C"": [574410, 258], ""PHP"": [506665, 214], ""JavaScript"": [641313, 284], ""Shell"": [233925, 245], ""C++"": [80755, 10]}",CyberSecurity
"{""CSS"": [687279, 35], ""TypeScript"": [149690, 84], ""React"": [47207, 178], ""HTML"": [7722, 101], ""Vue"": [231090, 290]}",Frontend
"{""HTML"": [514691, 156], ""Python"": [88499, 208], ""JavaScript"": [373028, 82], ""SQL"": [268555, 170], ""PHP"": [206691, 3], ""Go"": [179134, 284], ""CSS"": [154748, 227]}",FullStack
"{""Dart"": [367704, 67], ""Swift"": [89806, 225], ""Java"": [444322, 63], ""JavaScript"": [949792, 233]}",Mobile
"{""C++"": [272904, 200], ""Lua"": [292603, 47], ""Python"": [223174, 2], ""C#"": [241036, 179], ""Rust"": [261953, 160]}",GameDev
"{""Ruby"": [49338, 124], ""Java"": [687849, 92], ""Python"": [414342, 162], ""SQL"": [104622, 259], ""Go"": [86836, 174], ""PHP"": [224617, 252], ""C#"": [322978, 42]}",Backend
"{""HTML"": [117427, 280], ""Sass"": [272761, 42], ""React"": [44449, 136], ""JavaScript"": [17851, 257], ""TypeScript"": [714556, 293]}",Frontend
"{""Ruby"": [173723, 81], ""PHP"": [518008, 237], ""Java"": [118798, 269], ""SQL"": [1154878, 40], ""Python"": [247079, 136], ""C#"": [1186361, 225]}",Backend
"{""Groovy"": [72617, 107], ""Go"": [102091, 68], ""YAML"": [351531, 50], ""HCL"": [1258908, 208], ""Dockerfile"": [747712, 247], ""Shell"": [535952, 265]}",DevOps
"{""Shell"": [952529, 176], ""Go"": [379426, 31], ""Ruby"": [15991, 266], ""Python"": [97777, 209], ""PowerShell"": [254066, 292]}",Automation
"{""Scala"": [728496, 278], ""Python"": [217350, 152], ""Java"": [515633, 49], ""SQL"": [739563, 176]}",DataEngineer
"{""Ruby"": [418301, 165], ""Batch"": [716267, 84], ""Python"": [133221, 290], ""Shell"": [500792, 294], ""PowerShell"": [624179, 94], ""Go"": [246772, 195]}",Automation
"{""CSS"": [112029, 216], ""Go"": [820640, 58], ""SQL"": [1251620, 69], ""JavaScript"": [88835, 252], ""Python"": [976916, 62], ""HTML"": [260875, 215]}",FullStack
"{""Python"": [93232, 224], ""C++"": [42810, 192], ""Lua"": [96262, 93], ""C#"": [300875, 181]}",GameDev
"{""Node.js"": [828523, 204], ""C#"": [772536, 233], ""Go"": [279438, 281], ""Java"": [512003, 205], ""Ruby"": [590206, 86], ""Python"": [492309, 139], ""PHP"": [130932, 171], ""SQL"": [422979, 189]}",Backend
"{""Python"": [73564, 44], ""Dockerfile"": [340842, 149], ""Go"": [141544, 129], ""HCL"": [384723, 174], ""Groovy"": [743369, 77], ""Shell"": [434197, 88], ""YAML"": [689666, 186]}",DevOps
"{""YAML"": [418019, 267], ""Shell"": [560556, 257], ""Groovy"": [412248, 266], ""Dockerfile"": [127269, 214], ""Python"": [80524, 20], ""Go"": [156883, 98]}",DevOps
"{""Python"": [224578, 131], ""Java"": [115949, 182], ""Go"": [1049699, 229], ""Bash"": [766728, 149], ""SQL"": [76401, 254], ""Scala"": [489586, 52]}",DataEngineer
"{""SQL"": [586973, 47], ""Bash"": [934972, 160], ""Java"": [1512218, 72], ""Python"": [106548, 300], ""Scala"": [272601, 51]}",DataEngineer
"{""SQL"": [314966, 123], ""Node.js"": [297631, 227], ""Ruby"": [113774, 258], ""PHP"": [77781, 126], ""Python"": [502593, 262], ""Java"": [236770, 153]}",Backend
"{""Go"": [63584, 220], ""PowerShell"": [346304, 288], ""Shell"": [395195, 51], ""Ruby"": [37823, 45], ""Python"": [40510, 144]}",Automation
"{""HTML"": [130686, 221], ""CSS"": [542022, 17], ""React"": [43617, 206], ""JavaScript"": [391084, 80], ""TypeScript"": [86922, 63], ""Vue"": [138055, 24]}",Frontend
"{""Groovy"": [556573, 237], ""Dockerfile"": [580750, 211], ""HCL"": [664548, 297], ""Shell"": [122678, 100], ""Python"": [35740, 267], ""Go"": [879599, 9], ""YAML"": [84496, 189]}",DevOps
"{""Swift"": [1047861, 118], ""Java"": [566837, 253], ""Kotlin"": [892599, 82], ""Dart"": [977066, 147], ""JavaScript"": [235128, 22]}",Mobile
"{""Shell"": [221507, 38], ""Batch"": [600007, 55], ""Ruby"": [598931, 281], ""Python"": [241600, 278], ""Go"": [816877, 103], ""PowerShell"": [378275, 298]}",Automation
"{""Go"": [165277, 92], ""Dockerfile"": [60950, 129], ""Shell"": [277556, 40], ""YAML"": [382067, 256], ""Groovy"": [875307, 31]}",DevOps
"{""SQL"": [149817, 247], ""Node.js"": [553106, 274], ""Python"": [302571, 247], ""Ruby"": [167140, 34], ""Java"": [624406, 181]}",Backend
"{""Python"": [403738, 141], ""Java"": [54830, 23], ""SQL"": [157925, 286], ""Bash"": [236012, 30], ""Scala"": [190436, 297]}",DataEngineer
"{""Python"": [55200, 25], ""C++"": [390209, 24], ""Lua"": [341830, 26], ""Rust"": [35982, 285], ""C#"": [298085, 259]}",GameDev
"{""Dart"": [241383, 59], ""Swift"": [257171, 172], ""JavaScript"": [239323, 99], ""Kotlin"": [68526, 154], ""Java"": [358052, 221]}",Mobile
"{""JavaScript"": [26577, 107], ""CSS"": [225977, 104], ""HTML"": [784321, 221], ""SQL"": [202935, 182], ""Python"": [471284, 193]}",FullStack
"{""HTML"": [429735, 33], ""CSS"": [28059, 59], ""React"": [63449, 199], ""TypeScript"": [343791, 49], ""Sass"": [141036, 228], ""Vue"": [73683, 259], ""JavaScript"": [524505, 159]}",Frontend
"{""Java"": [55147, 261], ""Node.js"": [480905, 13], ""C#"": [621392, 57], ""Python"": [289712, 149], ""Go"": [935007, 205], ""SQL"": [534773, 238], ""PHP"": [961119, 98]}",Backend
"{""Shell"": [351421, 182], ""HCL"": [632246, 34], ""Go"": [104718, 43], ""Dockerfile"": [53117, 98]}",DevOps
"{""Ruby"": [243169, 12], ""Batch"": [510287, 120], ""PowerShell"": [662231, 137], ""Go"": [47503, 189], ""Shell"": [439930, 24], ""Python"": [621008, 151]}",Automation
"{""HTML"": [346971, 69], ""JavaScript"": [702334, 254], ""Sass"": [294263, 39], ""React"": [1130812, 98], ""CSS"": [1189544, 154]}",Frontend
"{""Kotlin"": [414995, 37], ""Java"": [513389, 122], ""Dart"": [1014270, 182], ""JavaScript"": [43895, 136], ""Swift"": [202218, 187]}",Mobile
"{""Dart"": [926072, 166], ""Swift"": [286042, 136], ""JavaScript"": [363893, 24], ""Kotlin"": [67646, 237]}",Mobile
"{""Shell"": [315858, 293], ""C++"": [626772, 165], ""Python"": [428800, 85], ""C"": [9393, 263], ""Go"": [148597, 26], ""PHP"": [861671, 235]}",CyberSecurity
"{""C"": [331476, 86], ""PHP"": [1244689, 255], ""C++"": [1540261, 198], ""Python"": [512627, 128], ""Shell"": [48845, 3]}",CyberSecurity
"{""Go"": [907344, 140], ""HTML"": [1249975, 72], ""SQL"": [111737, 49], ""CSS"": [408989, 157]}",FullStack
"{""JavaScript"": [446414, 250], ""Kotlin"": [29700, 13], ""Java"": [459264, 153], ""Swift"": [100642, 205], ""Dart"": [624763, 259]}",Mobile
"{""MATLAB"": [685616, 99], ""Python"": [326635, 297], ""SQL"": [295908, 94], ""Julia"": [1170381, 65], ""Scala"": [1038563, 37]}",DataScientist
"{""Swift"": [575344, 225], ""Dart"": [76999, 235], ""JavaScript"": [204492, 50], ""Java"": [286845, 52], ""Kotlin"": [631668, 128]}",Mobile
"{""Shell"": [316511, 182], ""Batch"": [294023, 270], ""Go"": [771640, 275], ""Ruby"": [969037, 265], ""Python"": [514023, 202]}",Automation
"{""Swift"": [285072, 86], ""Dart"": [376298, 153], ""JavaScript"": [349281, 99], ""Java"": [674039, 235]}",Mobile
"{""Kotlin"": [580742, 134], ""Java"": [1452171, 112], ""JavaScript"": [1746119, 269], ""Swift"": [485316, 282], ""Dart"": [891506, 28]}",Mobile
"{""C++"": [488176, 223], ""Rust"": [1302699, 265], ""Lua"": [213777, 109], ""C#"": [407380, 255]}",GameDev
"{""Python"": [641194, 146], ""MATLAB"": [52062, 24], ""Julia"": [183034, 275], ""Scala"": [929818, 38], ""R"": [203495, 36], ""SQL"": [301000, 98]}",DataScientist
"{""JavaScript"": [13270, 151], ""PHP"": [21976, 110], ""CSS"": [167921, 110], ""Go"": [830540, 158], ""SQL"": [172153, 231], ""HTML"": [517221, 286], ""Python"": [180390, 47]}",FullStack
"{""CSS"": [259235, 136], ""Python"": [280217, 87], ""PHP"": [758993, 276], ""JavaScript"": [291385, 261], ""SQL"": [348921, 299]}",FullStack
"{""Groovy"": [759119, 244], ""Python"": [83552, 37], ""YAML"": [729471, 231], ""Dockerfile"": [444723, 37], ""Go"": [63074, 150], ""HCL"": [353869, 148], ""Shell"": [357953, 259]}",DevOps
"{""Ruby"": [1056232, 43], ""Go"": [199816, 283], ""Batch"": [98487, 102], ""Shell"": [388329, 223], ""PowerShell"": [169231, 249]}",Automation
"{""Python"": [507800, 183], ""PHP"": [278465, 161], ""JavaScript"": [807027, 273], ""HTML"": [685487, 160]}",FullStack
"{""PHP"": [523945, 98], ""CSS"": [483483, 279], ""SQL"": [763592, 32], ""Go"": [418980, 94], ""Python"": [694092, 179], ""JavaScript"": [233055, 182], ""HTML"": [18207, 143]}",FullStack
"{""Julia"": [464460, 87], ""Scala"": [311731, 239], ""R"": [401675, 129], ""Python"": [615273, 69]}",DataScientist
"{""Scala"": [261045, 99], ""Bash"": [69342, 287], ""Go"": [867666, 146], ""Python"": [201781, 228], ""SQL"": [258181, 47]}",DataEngineer
"{""Shell"": [459638, 125], ""PHP"": [125296, 205], ""Go"": [238910, 243], ""Python"": [273051, 63], ""JavaScript"": [127765, 149], ""C"": [138269, 2], ""C++"": [508048, 282]}",CyberSecurity
"{""Dockerfile"": [209850, 149], ""Shell"": [722364, 99], ""Groovy"": [28016, 122], ""Python"": [15873, 125], ""HCL"": [462974, 123], ""Go"": [273050, 195], ""YAML"": [382016, 11]}",DevOps
"{""SQL"": [47721, 96], ""Scala"": [239372, 131], ""Python"": [167457, 115], ""Julia"": [242253, 247]}",DataScientist
"{""Lua"": [567350, 227], ""C++"": [935146, 84], ""Rust"": [17337, 9], ""Python"": [590757, 23], ""C#"": [1014452, 118]}",GameDev
"{""PHP"": [63215, 27], ""JavaScript"": [619590, 229], ""C"": [201180, 35], ""Shell"": [507614, 158]}",CyberSecurity
"{""Ruby"": [152150, 248], ""Node.js"": [550783, 229], ""Go"": [591449, 99], ""Python"": [444597, 29], ""PHP"": [1100503, 9], ""SQL"": [1272714, 64], ""Java"": [792886, 236]}",Backend
"{""Go"": [339092, 61], ""Dockerfile"": [394138, 271], ""Python"": [50362, 60], ""YAML"": [160212, 110]}",DevOps
"{""Python"": [401132, 165], ""SQL"": [58712, 127], ""Bash"": [443148, 150], ""Go"": [81332, 58], ""Scala"": [13405, 186]}",DataEngineer
"{""Ruby"": [935454, 283], ""Shell"": [274149, 153], ""PowerShell"": [28296, 34], ""Go"": [1106770, 194]}",Automation
"{""HTML"": [865963, 119], ""CSS"": [190549, 144], ""Sass"": [641208, 99], ""TypeScript"": [171237, 90], ""Vue"": [471688, 118], ""JavaScript"": [275041, 232], ""React"": [243415, 250]}",Frontend
"{""PHP"": [110239, 158], ""CSS"": [798569, 281], ""HTML"": [630294, 182], ""Python"": [1303076, 77]}",FullStack
"{""SQL"": [98119, 81], ""HTML"": [63303, 132], ""CSS"": [576207, 251], ""JavaScript"": [727297, 230], ""Python"": [1249153, 28], ""PHP"": [1052248, 25]}",FullStack
"{""Python"": [328538, 260], ""PHP"": [199384, 269], ""SQL"": [487405, 41], ""Go"": [398580, 257], ""CSS"": [5294, 24]}",FullStack
"{""Bash"": [273339, 150], ""Java"": [1557421, 3], ""Scala"": [110521, 55], ""SQL"": [391496, 249], ""Python"": [1377393, 28], ""Go"": [889779, 78]}",DataEngineer
"{""Sass"": [687429, 225], ""HTML"": [332854, 279], ""JavaScript"": [22657, 231], ""CSS"": [1001965, 1], ""TypeScript"": [1376894, 212]}",Frontend
"{""Go"": [163654, 183], ""C"": [221762, 124], ""Python"": [277005, 77], ""C++"": [169430, 58], ""JavaScript"": [37983, 86], ""Shell"": [384646, 169], ""PHP"": [277264, 94]}",CyberSecurity
"{""Shell"": [559256, 40], ""PHP"": [668072, 216], ""Go"": [501980, 244], ""JavaScript"": [1429665, 160], ""C++"": [762812, 134]}",CyberSecurity
"{""PHP"": [201660, 273], ""C++"": [344156, 75], ""JavaScript"": [1256284, 218], ""Go"": [238662, 293], ""Python"": [205662, 262]}",CyberSecurity
"{""Python"": [394695, 162], ""MATLAB"": [988611, 40], ""SQL"": [972760, 200], ""Scala"": [532021, 296]}",DataScientist
"{""CSS"": [482203, 32], ""Python"": [209801, 82], ""Go"": [363144, 27], ""PHP"": [452055, 105], ""JavaScript"": [158258, 76]}",FullStack
"{""Scala"": [271938, 35], ""Julia"": [554763, 102], ""Python"": [998660, 244], ""MATLAB"": [480281, 244], ""R"": [1210768, 258], ""SQL"": [86049, 60]}",DataScientist
"{""Shell"": [211279, 38], ""C"": [481413, 21], ""PHP"": [124566, 104], ""C++"": [39727, 209], ""Python"": [18936, 190], ""Go"": [173042, 75]}",CyberSecurity
"{""PHP"": [82472, 229], ""Python"": [569664, 146], ""C++"": [921111, 116], ""Shell"": [479851, 223]}",CyberSecurity
